"","txtChar","Freq"
"1","A4GNT",1
"2","CAPN14",1
"3","CD59",1
"4","CX3CR1",1
"5","DCDC5",1
"6","DNAJB13",1
"7","FAM231A,FAM231C",1
"8","FOXD4L1",1
"9","MAP1LC3C",1
"10","MIR3687-1,MIR3687-2",1
"11","NOM1",1
"12","PCOLCE2",1
"13","SEPSECS-AS1",1
"14","SHCBP1L",1
"15","TGIF2LY",1
"16","ZNF570",1
